const,mpd,air,space,hpwt,trend,japan,japan_trend,euro,euro_trend,lag_ln_erate,ln_wage,mpd_blpiv,air_blpiv,space_blpiv,hpwt_blpiv
1,1.4175,0,1.728,0.391363,0,0,0,0,0,0,3.962716,1.919128352,0,1.439267033,0.511364132
1,1.746841,0,1.4235,0.620181,0,0,0,0,0,0,3.962716,1.91550922,0,1.442613187,0.508849648
1,1.65783,0,1.5939,0.449055,0,0,0,0,0,0,3.962716,1.916487363,0,1.440740659,0.510730154
1,1.604423,0,1.4208,0.458281,0,0,0,0,0,0,3.962716,1.917074253,0,1.442642857,0.510628769
1,1.469794,0,1.768,0.613196,0,0,0,0,0,0,3.962716,1.918553692,0,1.438827473,0.508926407
1,1.534327,0,1.8,0.66461,0,0,0,0,0,0,3.962716,1.917844538,0,1.438475824,0.508361418
1,1.733489,0,1.6401,0.776598,0,0,0,0,0,0,3.962716,1.915655945,0,1.440232967,0.50713078
1,2.201909,0,1.1136,0.465766,0,0,0,1,71,-1.293905,4.077537,1.910508473,0,1.446018681,0.510546516
1,1.98272,0,1.2627,0.487908,0,0,0,1,71,-1.293905,4.077537,1.912917143,0,1.44438022,0.510303198
1,2.332088,0,1.092,0.373878,0,0,0,1,71,-1.293905,4.077537,1.909077934,0,1.446256044,0.511556275
1,2.79717,0,0.906,0.428481,0,1,71,0,0,-5.88098,3.970292,1.903967143,0,1.4483,0.510956242
1,2.470055,0,0.992,0.439351,0,1,71,0,0,-5.88098,3.970292,1.907561813,0,1.447354945,0.510836791
1,2.789382,0,0.7896,0.277778,0,0,0,1,71,-1.293905,4.077537,1.904052725,0,1.449579121,0.512612319
1,2.438901,0,1.0368,0.37594,0,0,0,1,71,-1.293905,4.077537,1.907904165,0,1.446862637,0.511533615
1,2.836113,0,0.8586,0.24375,0,1,71,0,0,-5.88098,3.970292,1.903539198,0,1.448820879,0.512986253
1,2.542376,0,1.0106,0.436725,0,1,71,0,0,-5.88098,3.970292,1.906767077,0,1.447150549,0.510865648
1,1.858104,0,1.295,0.409722,0,0,0,1,71,-1.293905,4.077537,1.914286549,0,1.444025275,0.511162385
1,1.820275,0,1.295,0.398514,0,0,0,1,71,-1.293905,4.077537,1.914702253,0,1.444025275,0.511285549
1,1.530989,0,1.295,0.525259,0,0,0,1,71,-1.293905,4.077537,1.91788122,0,1.444025275,0.509892747
1,1.650041,0,1.183,0.622622,0,0,0,1,71,-1.293905,4.077537,1.916572956,0,1.445256044,0.508822824
1,2.612473,0,1.053,0.333532,0,0,0,1,71,-1.293905,4.077537,1.90599678,0,1.446684615,0.511999637
1,2.087308,0,1.1682,0.364356,0,0,0,1,71,-1.293905,4.077537,1.911767824,0,1.445418681,0.511660912
1,2.280907,0,1.0205,0.430816,0,0,0,1,71,-1.293905,4.077537,1.909640363,0,1.447041758,0.510930582
1,1.952679,0,1.0496,0.634495,0,0,0,1,71,-1.293905,4.077537,1.913247264,0,1.446721978,0.508692352
1,2.553503,0,1.002,0.293655,0,0,0,1,71,-1.293905,4.077537,1.906644802,0,1.447245055,0.512437846
1,2.122912,0,1.1352,0.349398,0,0,0,1,71,-1.293905,4.077537,1.911376571,0,1.445781319,0.511825286
1,2.584657,0,0.948,0.450128,0,1,71,0,0,-5.88098,3.970292,1.906302451,0,1.447838462,0.510718363
1,2.388832,0,1.0354,0.497696,0,1,71,0,0,-5.88098,3.970292,1.908454374,0,1.446878022,0.510195637
1,2.298709,0,1.1008,0.467532,0,1,71,0,0,-5.88098,3.970292,1.909444736,0,1.446159341,0.51052711
1,1.773544,0,1.2395,0.387858,0,1,71,0,0,-5.88098,3.970292,1.91521578,0,1.444635165,0.511402648
1,2.335426,0,1.0332,0.427313,0,1,71,0,0,-5.88098,3.970292,1.909041253,0,1.446902198,0.510969077
1,2.692582,0,0.9699,0.319149,0,0,0,1,71,-1.293905,4.077537,1.905116462,0,1.447597802,0.512157692
1,2.480069,0,1.1008,0.240629,0,0,0,1,71,-1.293905,4.077537,1.907451769,0,1.446159341,0.513020549
1,2.060604,0,1.1946,0.328294,0,0,0,1,71,-1.293905,4.077537,1.912061275,0,1.445128571,0.512057198
1,2.182995,0,1.2627,0.376115,0,0,0,1,71,-1.293905,4.077537,1.910716319,0,1.44438022,0.511531692
1,2.082857,0,1.2648,0.441331,0,0,0,1,71,-1.293905,4.077537,1.911816736,0,1.444357143,0.510815033
1,2.253263,0,1.1502,0.400962,1,0,0,0,0,0,3.958907,1.886921034,0.045454545,1.46145,0.407124864
1,2.161789,0,1.278,0.371609,1,0,0,0,0,0,3.958907,1.887960511,0.045454545,1.459997727,0.40745842
1,1.964947,0,1.4592,0.347705,1,0,0,0,0,0,3.958907,1.890197352,0.045454545,1.457938636,0.407730057
1,2.130526,0,1.6068,0.315358,1,0,0,0,0,0,3.958907,1.888315773,0.045454545,1.456261364,0.408097636
1,1.660421,0,1.6536,0.424088,1,0,0,0,0,0,3.958907,1.893657875,0.045454545,1.455729545,0.406862068
1,1.511053,0,1.768,0.357058,1,0,0,0,0,0,3.958907,1.895355239,0.045454545,1.454429545,0.407623773
1,1.420737,0,1.768,0.510667,1,0,0,0,0,0,3.958907,1.896381557,0.045454545,1.454429545,0.405878216
1,1.326947,0,1.816,0.498339,1,0,0,0,0,0,3.958907,1.897447352,0.045454545,1.453884091,0.406018307
1,1.360526,0,1.744,0.575639,1,0,0,0,0,0,3.958907,1.897065773,0.045454545,1.454702273,0.405139898
1,1.272526,0,1.816,0.468284,1,0,0,0,0,0,3.958907,1.898065773,0.045454545,1.453884091,0.406359841
1,1.252842,0,1.816,0.461991,1,0,0,0,0,0,3.958907,1.898289455,0.045454545,1.453884091,0.406431352
1,1.194947,0,1.784,0.501922,1,0,0,0,0,0,3.958907,1.898947352,0.045454545,1.454247727,0.405977591
1,1.252842,0,1.84,0.452861,1,0,0,0,0,0,3.958907,1.898289455,0.045454545,1.453611364,0.406535102
1,2.393368,0,1.122,0.370714,1,0,0,0,0,0,3.958907,1.885328932,0.045454545,1.461770455,0.407468591
1,2.014737,0,1.387,0.36888,1,0,0,0,0,0,3.958907,1.889631557,0.045454545,1.458759091,0.407489432
1,1.894316,0,1.5352,0.343321,1,0,0,0,0,0,3.958907,1.890999977,0.045454545,1.457075,0.407779875
1,1.802842,0,1.41,0.352451,1,0,0,0,0,0,3.958907,1.892039455,0.045454545,1.458497727,0.407676125
1,1.850316,0,1.5732,0.470622,1,0,0,0,0,0,3.958907,1.891499977,0.045454545,1.456643182,0.406333273
1,1.831789,0,1.76,0.285196,1,0,0,0,0,0,3.958907,1.891710511,0.045454545,1.454520455,0.408440386
1,1.582842,0,1.76,0.285418,1,0,0,0,0,0,3.958907,1.894539455,0.045454545,1.454520455,0.408437864
1,1.553895,0,1.76,0.280041,1,0,0,0,0,0,3.958907,1.894868398,0.045454545,1.454520455,0.408498966
1,1.369789,0,1.76,0.407088,1,0,0,0,0,0,3.958907,1.896960511,0.045454545,1.454520455,0.40705525
1,1.739158,0,1.2627,0.622084,1,0,0,0,0,0,3.958907,1.892763136,0.045454545,1.460171591,0.404612114
1,1.440421,0,1.8,0.46398,1,0,0,0,0,0,3.958907,1.896157875,0.045454545,1.454065909,0.40640875
1,1.383684,0,1.8,0.519031,1,0,0,0,0,0,3.958907,1.896802614,0.045454545,1.454065909,0.40578317
1,2.415368,0,1.0168,0.401548,1,0,0,0,0,0,3.958907,1.885078932,0.045454545,1.462965909,0.407118205
1,2.165263,0,1.379,0.350263,1,0,0,0,0,0,3.958907,1.887921034,0.045454545,1.45885,0.407700989
1,1.806316,0,1.4784,0.358306,1,0,0,0,0,0,3.958907,1.891999977,0.045454545,1.457720455,0.407609591
1,1.738,0,1.6146,0.328358,1,0,0,0,0,0,3.958907,1.892776295,0.045454545,1.456172727,0.407949909
1,1.509895,0,1.76,0.391134,1,0,0,0,0,0,3.958907,1.895368398,0.045454545,1.454520455,0.407236545
1,1.433474,0,1.784,0.439698,1,0,0,0,0,0,3.958907,1.896236818,0.045454545,1.454247727,0.406684682
1,2.448947,0,1.141,0.262009,1,0,0,0,0,0,3.958907,1.884697352,0.045454545,1.461554545,0.408703875
1,2.709474,0,1.3277,0.379981,1,0,0,0,0,0,3.958907,1.881736818,0.045454545,1.459432955,0.407363284
1,1.817895,0,1.696,0.279165,1,0,0,0,0,0,3.958907,1.891868398,0.045454545,1.455247727,0.40850892
1,2.078421,0,1.425,0.341733,1,0,0,0,0,0,3.958907,1.888907875,0.045454545,1.458327273,0.40779792
1,1.975368,0,1.425,0.355909,1,0,0,0,0,0,3.958907,1.890078932,0.045454545,1.458327273,0.40763683
1,1.669684,0,1.752,0.276807,1,0,0,0,0,0,3.958907,1.893552614,0.045454545,1.454611364,0.408535716
1,1.652316,0,1.752,0.273572,1,0,0,0,0,0,3.958907,1.893749977,0.045454545,1.454611364,0.408572477
1,1.446211,0,1.752,0.376384,1,0,0,0,0,0,3.958907,1.89609208,0.045454545,1.454611364,0.407404159
1,1.250526,0,1.728,0.484793,1,0,0,0,0,0,3.958907,1.898315773,0.045454545,1.454884091,0.406172239
1,1.330421,1,1.888,0.454087,1,0,0,0,0,0,3.958907,1.897407875,0.034090909,1.453065909,0.40652117
1,1.541158,1,1.8,0.451795,1,0,0,0,0,0,3.958907,1.895013136,0.034090909,1.454065909,0.406547216
1,1.310737,1,1.768,0.442404,1,0,0,0,0,0,3.958907,1.897631557,0.034090909,1.454429545,0.406653932
1,2.336632,0,1.3277,0.534779,1,0,0,0,0,0,3.958907,1.885973659,0.045454545,1.459432955,0.405604216
1,1.673158,0,1.6827,0.405327,1,0,0,0,0,0,3.958907,1.893513136,0.045454545,1.455398864,0.407075261
1,1.674316,0,1.4972,0.499695,1,0,0,0,0,0,3.958907,1.893499977,0.045454545,1.457506818,0.406002898
1,1.426526,0,1.8,0.394101,1,0,0,0,0,0,3.958907,1.896315773,0.045454545,1.454065909,0.40720283
1,1.555053,0,1.8,0.474236,1,0,0,0,0,0,3.958907,1.894855239,0.045454545,1.454065909,0.406292205
1,1.76,0,1.6016,0.464711,1,0,0,0,0,0,3.958907,1.892526295,0.045454545,1.456320455,0.406400443
1,1.496,0,1.784,0.382135,1,0,0,0,0,0,3.958907,1.895526295,0.045454545,1.454247727,0.407338807
1,1.432316,0,1.824,0.505845,1,0,0,0,0,0,3.958907,1.896249977,0.045454545,1.453793182,0.405933011
1,1.376737,0,1.768,0.550176,1,0,0,0,0,0,3.958907,1.896881557,0.045454545,1.454429545,0.40542925
1,2.159474,0,1.3419,0.357143,1,0,0,0,0,0,3.958907,1.887986818,0.045454545,1.459271591,0.407622807
1,1.842211,0,1.4025,0.361842,1,0,0,0,0,0,3.958907,1.89159208,0.045454545,1.458582955,0.407569409
1,1.769263,0,1.6195,0.335366,1,0,0,0,0,0,3.958907,1.892421034,0.045454545,1.456117045,0.407870273
1,1.515684,0,1.744,0.390625,1,0,0,0,0,0,3.958907,1.895302614,0.045454545,1.454702273,0.40724233
1,2.008947,0,1.4235,0.369251,1,0,0,0,0,0,3.958907,1.889697352,0.045454545,1.458344318,0.407485216
1,1.812105,0,1.5939,0.336494,1,0,0,0,0,0,3.958907,1.891934193,0.045454545,1.456407955,0.407857455
1,1.450842,0,1.5939,0.398506,1,0,0,0,0,0,3.958907,1.896039455,0.045454545,1.456407955,0.407152773
1,1.832947,0,1.4208,0.347113,1,0,0,0,0,0,3.958907,1.891697352,0.045454545,1.458375,0.407736784
1,1.504105,0,1.784,0.385171,1,0,0,0,0,0,3.958907,1.895434193,0.045454545,1.454247727,0.407304307
1,1.435789,0,1.816,0.431437,1,0,0,0,0,0,3.958907,1.896210511,0.045454545,1.453884091,0.406778557
1,2.036737,0,1.0726,0.528256,1,0,0,1,72,-1.247032,4.110874,1.889381557,0.045454545,1.462331818,0.405678341
1,2.312316,0,1.1136,0.41919,1,0,0,1,72,-1.247032,4.110874,1.886249977,0.045454545,1.461865909,0.406917727
1,1.881579,0,1.2765,0.662945,1,0,0,1,72,-1.247032,4.110874,1.891144716,0.045454545,1.460014773,0.404147784
1,2.168737,0,1.092,0.30389,1,0,0,1,72,-1.247032,4.110874,1.887881557,0.045454545,1.462111364,0.408227955
1,2.910947,0,0.906,0.428481,1,1,72,0,0,-5.8518,4.023564,1.879447352,0.045454545,1.464225,0.406812148
1,2.600632,0,0.992,0.450759,1,1,72,0,0,-5.8518,4.023564,1.882973659,0.045454545,1.463247727,0.406558989
1,2.842632,0,0.9702,0.279202,1,0,0,1,72,-1.247032,4.110874,1.880223659,0.045454545,1.463495455,0.4085085
1,2.760421,0,1.008,0.357143,1,1,72,0,0,-5.8518,4.023564,1.881157875,0.045454545,1.463065909,0.407622807
1,2.476737,0,1.008,0.430622,1,1,72,0,0,-5.8518,4.023564,1.884381557,0.045454545,1.463065909,0.406787818
1,1.883895,0,1.295,0.395575,1,0,0,1,72,-1.247032,4.110874,1.891118398,0.045454545,1.459804545,0.40718608
1,1.849158,0,1.295,0.386252,1,0,0,1,72,-1.247032,4.110874,1.891513136,0.045454545,1.459804545,0.407292023
1,1.763474,0,1.295,0.496993,1,0,0,1,72,-1.247032,4.110874,1.892486818,0.045454545,1.459804545,0.406033602
1,1.757684,1,1.3896,0.463674,1,0,0,1,72,-1.247032,4.110874,1.892552614,0.034090909,1.458729545,0.406412227
1,2.545053,0,1.0044,0.399574,1,0,0,1,72,-1.247032,4.110874,1.883605239,0.045454545,1.463106818,0.407140636
1,2.138632,0,1.1682,0.388119,1,0,0,1,72,-1.247032,4.110874,1.888223659,0.045454545,1.461245455,0.407270807
1,2.457053,0,1.0205,0.430816,1,0,0,1,72,-1.247032,4.110874,1.884605239,0.045454545,1.462923864,0.406785614
1,2.120105,0,1.0496,0.636771,1,0,0,1,72,-1.247032,4.110874,1.888434193,0.045454545,1.462593182,0.404445216
1,2.459368,0,1.1245,0.356098,1,0,0,1,72,-1.247032,4.110874,1.884578932,0.045454545,1.461742045,0.407634682
1,2.054105,0,1.1524,0.372549,1,0,0,1,72,-1.247032,4.110874,1.889184193,0.045454545,1.461425,0.407447739
1,2.689789,0,0.948,0.450128,1,1,72,0,0,-5.8518,4.023564,1.881960511,0.045454545,1.463747727,0.406566159
1,2.655053,0,0.9405,0.447005,1,1,72,0,0,-5.8518,4.023564,1.882355239,0.045454545,1.463832955,0.406601648
1,2.474421,0,1.1008,0.420824,1,1,72,0,0,-5.8518,4.023564,1.884407875,0.045454545,1.462011364,0.406899159
1,2.802105,0,0.9699,0.319149,1,0,0,1,72,-1.247032,4.110874,1.880684193,0.045454545,1.463498864,0.408054557
1,2.580947,0,1.1008,0.240629,1,0,0,1,72,-1.247032,4.110874,1.883197352,0.045454545,1.462011364,0.40894683
1,2.061053,0,1.1946,0.328294,1,0,0,1,72,-1.247032,4.110874,1.889105239,0.045454545,1.460945455,0.407950636
1,2.122421,0,1.2627,0.374517,1,0,0,1,72,-1.247032,4.110874,1.888407875,0.045454545,1.460171591,0.407425375
1,1.915158,0,1.2648,0.433287,1,0,0,1,72,-1.247032,4.110874,1.890763136,0.045454545,1.460147727,0.406757534
1,2.067804,0,1.1786,0.378501,2,0,0,0,0,0,3.996364,1.857153141,0.070588235,1.469675294,0.385106424
1,2.079247,0,1.3135,0.350385,2,0,0,0,0,0,3.996364,1.857018518,0.070588235,1.468088235,0.3854372
1,1.923619,0,1.4668,0.348675,2,0,0,0,0,0,3.996364,1.858849435,0.070588235,1.466284706,0.385457318
1,1.828639,0,1.6302,0.304044,2,0,0,0,0,0,3.996364,1.859966847,0.070588235,1.464362353,0.385982388
1,1.694753,1,1.6614,0.398618,2,0,0,0,0,0,3.996364,1.861541976,0.058823529,1.463995294,0.384869753
1,1.948794,0,1.4454,0.317259,2,0,0,0,0,0,3.996364,1.858553259,0.070588235,1.466536471,0.385826918
1,1.521959,0,1.6614,0.396825,2,0,0,0,0,0,3.996364,1.863574847,0.070588235,1.463995294,0.384890847
1,1.399515,0,1.8,0.354275,2,0,0,0,0,0,3.996364,1.865015365,0.070588235,1.462364706,0.385391435
1,1.328567,0,1.8,0.40425,2,0,0,0,0,0,3.996364,1.865850047,0.070588235,1.462364706,0.384803494
1,1.290804,0,1.84,0.491159,2,0,0,0,0,0,3.996364,1.866294318,0.070588235,1.461894118,0.383781035
1,1.29767,0,1.792,0.557289,2,0,0,0,0,0,3.996364,1.866213541,0.070588235,1.462458824,0.383003035
1,1.265629,0,1.832,0.444175,2,0,0,0,0,0,3.996364,1.866590494,0.070588235,1.461988235,0.384333788
1,1.256474,0,1.832,0.441324,2,0,0,0,0,0,3.996364,1.8666982,0.070588235,1.461988235,0.384367329
1,1.122588,0,1.776,0.481557,2,0,0,0,0,0,3.996364,1.868273329,0.070588235,1.462647059,0.383894
1,1.253041,0,1.856,0.431203,2,0,0,0,0,0,3.996364,1.866738588,0.070588235,1.461705882,0.3844864
1,2.349309,0,1.1418,0.32447,2,0,0,0,0,0,3.996364,1.853841318,0.070588235,1.470108235,0.385742082
1,2.001433,0,1.4235,0.326264,2,0,0,0,0,0,3.996364,1.857933976,0.070588235,1.466794118,0.385720976
1,1.856103,0,1.4175,0.320616,2,0,0,0,0,0,3.996364,1.859643741,0.070588235,1.466864706,0.385787424
1,1.762268,0,1.6458,0.39052,2,0,0,0,0,0,3.996364,1.860747682,0.070588235,1.464178824,0.384965024
1,1.626093,0,1.776,0.256739,2,0,0,0,0,0,3.996364,1.862349741,0.070588235,1.462647059,0.386538918
1,1.437278,0,1.776,0.350411,2,0,0,0,0,0,3.996364,1.864571094,0.070588235,1.462647059,0.385436894
1,1.41668,0,1.776,0.359195,2,0,0,0,0,0,3.996364,1.864813424,0.070588235,1.462647059,0.385333553
1,1.665,0,1.2765,0.571257,2,0,0,0,0,0,3.996364,1.861892012,0.070588235,1.468523529,0.382838706
1,1.349165,0,1.848,0.440476,2,0,0,0,0,0,3.996364,1.865607718,0.070588235,1.4618,0.384377306
1,1.341155,0,1.848,0.493685,2,0,0,0,0,0,3.996364,1.865701953,0.070588235,1.4618,0.383751318
1,2.39966,0,1.0168,0.405868,2,0,0,0,0,0,3.996364,1.853248953,0.070588235,1.471578824,0.384784459
1,2.058649,0,1.428,0.32646,2,0,0,0,0,0,3.996364,1.857260847,0.070588235,1.466741176,0.385718671
1,1.669577,0,1.5323,0.475436,2,0,0,0,0,0,3.996364,1.861838165,0.070588235,1.465514118,0.383966012
1,1.702763,0,1.6614,0.305233,2,0,0,0,0,0,3.996364,1.861447741,0.070588235,1.463995294,0.3859684
1,1.504794,0,1.816,0.388098,2,0,0,0,0,0,3.996364,1.863776788,0.070588235,1.462176471,0.384993518
1,1.429268,0,1.832,0.422886,2,0,0,0,0,0,3.996364,1.864665329,0.070588235,1.461988235,0.384584247
1,2.471753,0,1.155,0.255319,2,0,0,0,0,0,3.996364,1.8524008,0.070588235,1.469952941,0.386555624
1,2.261196,0,1.3561,0.304458,2,0,0,0,0,0,3.996364,1.854877941,0.070588235,1.467587059,0.385977518
1,1.739381,0,1.696,0.257199,2,0,0,0,0,0,3.996364,1.861016941,0.070588235,1.463588235,0.386533506
1,1.946505,0,1.455,0.317195,2,0,0,0,0,0,3.996364,1.858580188,0.070588235,1.466423529,0.385827671
1,1.943072,0,1.455,0.31635,2,0,0,0,0,0,3.996364,1.858620576,0.070588235,1.466423529,0.385837612
1,1.504794,0,1.76,0.389258,2,0,0,0,0,0,3.996364,1.863776788,0.070588235,1.462835294,0.384979871
1,1.486485,0,1.76,0.384709,2,0,0,0,0,0,3.996364,1.863992188,0.070588235,1.462835294,0.385033388
1,1.273639,1,1.888,0.427011,2,0,0,0,0,0,3.996364,1.866496259,0.058823529,1.461329412,0.384535718
1,1.346876,1,1.84,0.433749,2,0,0,0,0,0,3.996364,1.865634647,0.058823529,1.461894118,0.384456447
1,1.256474,1,1.792,0.423798,2,0,0,0,0,0,3.996364,1.8666982,0.058823529,1.462458824,0.384573518
1,2.41568,0,1.3703,0.307242,2,0,0,0,0,0,3.996364,1.853060482,0.070588235,1.46742,0.385944765
1,1.832072,0,1.6848,0.253234,2,0,0,0,0,0,3.996364,1.859926459,0.070588235,1.46372,0.386580153
1,1.621515,0,1.5,0.4947,2,0,0,0,0,0,3.996364,1.8624036,0.070588235,1.465894118,0.383739376
1,1.381206,0,1.864,0.381065,2,0,0,0,0,0,3.996364,1.865230765,0.070588235,1.461611765,0.385076259
1,1.501361,0,1.784,0.381952,2,0,0,0,0,0,3.996364,1.863817176,0.070588235,1.462552941,0.385065824
1,1.936206,0,1.4454,0.314465,2,0,0,0,0,0,3.996364,1.858701353,0.070588235,1.466536471,0.385859788
1,1.576887,0,1.6247,0.475436,2,0,0,0,0,0,3.996364,1.862928635,0.070588235,1.464427059,0.383966012
1,1.459021,0,1.8,0.377092,2,0,0,0,0,0,3.996364,1.864315294,0.070588235,1.462364706,0.385123
1,1.391505,0,1.848,0.497567,2,0,0,0,0,0,3.996364,1.8651096,0.070588235,1.4618,0.383705647
1,1.326278,0,1.816,0.537172,2,0,0,0,0,0,3.996364,1.865876976,0.070588235,1.462176471,0.383239706
1,2.047206,0,1.3916,0.331588,2,0,0,0,0,0,3.996364,1.857395471,0.070588235,1.467169412,0.385658341
1,1.703907,0,1.4668,0.477707,2,0,0,0,0,0,3.996364,1.861434282,0.070588235,1.466284706,0.383939294
1,1.698186,0,1.6906,0.304348,2,0,0,0,0,0,3.996364,1.861501588,0.070588235,1.463651765,0.385978812
